PROJECTID,TESTNAME,comparison,n,beta,pval,effect_size_std,mean_diff_raw,beta_ci_low,beta_ci_high,effect_size_std_ci_low,effect_size_std_ci_high,qval_fdr_bh,gba_included,log_transform,pd_only
151,SRXN1_14268-4_3,Predicted vs RV,234.0,-0.21072678452423296,0.10159387388827827,-0.21072678452423296,-0.057035814975022525,,,,,0.6246561400329758,False,False,True
151,NET1_14260-112_3,Non vs Predicted,375.0,-0.05494909643336308,0.6385797349851153,-0.05494909643336308,-0.0029019898427415924,,,,,0.9275360858272683,False,False,True
151,NET1_14260-112_3,Non vs RV,423.0,-0.05149596594157029,0.6134982231934912,-0.05149596594157029,-0.003595107674790654,,,,,0.9194164178584041,False,False,True
151,NET1_14260-112_3,Predicted vs RV,234.0,0.0034531304917927858,0.9787652572624835,0.0034531304917927858,-0.0006931178320490616,,,,,0.993877004403145,False,False,True
151,SEC13_14689-3_3,Non vs Predicted,375.0,-0.12609962521829268,0.29485074950061024,-0.12609962521829268,-0.027906095900814165,,,,,0.7942774913136309,False,False,True
151,SEC13_14689-3_3,Non vs RV,423.0,0.08394801756132378,0.4234680760951537,0.08394801756132378,0.016544291465793393,,,,,0.8630993759482153,False,False,True
151,SEC13_14689-3_3,Predicted vs RV,234.0,0.21004764277961646,0.11588229750287764,0.21004764277961646,0.04445038736660756,,,,,0.6434403655175321,False,False,True
151,PTPN7_14688-6_3,Non vs Predicted,375.0,-0.18634694197557872,0.1213634070496785,-0.18634694197557872,-0.03636577681276698,,,,,0.652070986787928,False,False,True
151,PTPN7_14688-6_3,Non vs RV,423.0,-0.10409767666185696,0.32038024502123297,-0.10409767666185696,-0.017404645165649768,,,,,0.8088263683691285,False,False,True
151,PTPN7_14688-6_3,Predicted vs RV,234.0,0.08224926531372176,0.5371609404122153,0.08224926531372176,0.018961131647117213,,,,,0.8987302375440794,False,False,True
151,PLIN3_14687-6_3,Non vs Predicted,375.0,-0.18756302533405533,0.11817272952880256,-0.18756302533405533,-0.023685926710848015,,,,,0.6468250065396041,False,False,True
151,PLIN3_14687-6_3,Non vs RV,423.0,0.006161240387844928,0.952978313659141,0.006161240387844928,0.007759330968338141,,,,,0.9909795179987686,False,False,True
151,PLIN3_14687-6_3,Predicted vs RV,234.0,0.19372426572190027,0.1455658012443505,0.19372426572190027,0.031445257679186156,,,,,0.6783248248854963,False,False,True
151,AKT2_14685-17_3,Non vs Predicted,375.0,-0.0866897364971247,0.47300169695272554,-0.0866897364971247,-0.01940175625422924,,,,,0.8765445323031426,False,False,True
151,AKT2_14685-17_3,Non vs RV,423.0,0.0823757904822962,0.43395819189616947,0.0823757904822962,0.01341979373749247,,,,,0.8666725079296579,False,False,True
151,AKT2_14685-17_3,Predicted vs RV,234.0,0.1690655269794209,0.2072251762049399,0.1690655269794209,0.03282154999172171,,,,,0.7361312945419668,False,False,True
151,CAPN2_14684-17_3,Non vs Predicted,375.0,-0.09284784249694795,0.41297587330975716,-0.09284784249694795,-0.03918147515027748,,,,,0.858746200540879,False,False,True
151,CAPN2_14684-17_3,Non vs RV,423.0,0.07684035881192605,0.43687219536138633,0.07684035881192605,-0.011305645468420167,,,,,0.8680615003766082,False,False,True
151,CAPN2_14684-17_3,Predicted vs RV,234.0,0.16968820130887402,0.17755312156129702,0.16968820130887402,0.02787582968185731,,,,,0.7115273965716004,False,False,True
151,EIF4B_14675-20_3,Non vs Predicted,375.0,-0.031415473789079426,0.7907148563689466,-0.031415473789079426,-0.01691697242270962,,,,,0.9623885165330793,False,False,True
151,EIF4B_14675-20_3,Non vs RV,423.0,-0.07445953701867693,0.4705304731849214,-0.07445953701867693,-0.02669474833202834,,,,,0.876453508089817,False,False,True
151,EIF4B_14675-20_3,Predicted vs RV,234.0,-0.0430440632295975,0.7430190006329371,-0.0430440632295975,-0.00977777590931872,,,,,0.9546441704709541,False,False,True
151,PACSIN3_14674-63_3,Non vs Predicted,375.0,-0.10731016688792126,0.3675324604514946,-0.10731016688792126,-0.029074383520094393,,,,,0.8372450571385538,False,False,True
151,PACSIN3_14674-63_3,Non vs RV,423.0,-0.37451570684019364,0.0003339058000213616,-0.37451570684019364,-0.10727125494016221,,,,,0.0379565476861492,False,False,True
151,PACSIN3_14674-63_3,Predicted vs RV,234.0,-0.26720553995227236,0.043390616157139954,-0.26720553995227236,-0.07819687142006781,,,,,0.4660299796252053,False,False,True
151,SKIL_14670-1_3,Non vs Predicted,375.0,-0.16708972382305867,0.16569847299261664,-0.16708972382305867,-0.028854059868274717,,,,,0.7021155943590075,False,False,True
151,SKIL_14670-1_3,Non vs RV,423.0,-0.07289133007002124,0.4874427648306211,-0.07289133007002124,-0.011252155115100138,,,,,0.8805888083624986,False,False,True
151,SKIL_14670-1_3,Predicted vs RV,234.0,0.09419839375303743,0.4807370646607557,0.09419839375303743,0.01760190475317458,,,,,0.8796640408008837,False,False,True
151,RNF8_14663-44_3,Non vs Predicted,375.0,-0.1505737814481599,0.21011386952500336,-0.1505737814481599,-0.026226582238964014,,,,,0.7389426695116077,False,False,True
151,RNF8_14663-44_3,Non vs RV,423.0,0.016179549651909327,0.8771006725150003,0.016179549651909327,0.009251183232430904,,,,,0.9756288800897905,False,False,True
151,RNF8_14663-44_3,Predicted vs RV,234.0,0.1667533311000692,0.2107671574633506,0.1667533311000692,0.03547776547139492,,,,,0.7391622995258026,False,False,True
151,MZF1_14662-6_3,Non vs Predicted,375.0,-0.002377842120319615,0.9837227893105133,-0.002377842120319615,0.015218696610148186,,,,,0.9948490332723701,False,False,True
151,MZF1_14662-6_3,Non vs RV,423.0,-0.04968651067549488,0.6247468148740305,-0.04968651067549488,0.011265896468716008,,,,,0.9229199854657485,False,False,True
151,MZF1_14662-6_3,Predicted vs RV,234.0,-0.047308668555175265,0.7143838399122846,-0.047308668555175265,-0.003952800141432178,,,,,0.9457773907755547,False,False,True
151,DNAJC17_14655-1_3,Non vs Predicted,375.0,-0.05049141777214228,0.6640119550132543,-0.05049141777214228,-0.012635274742427427,,,,,0.9336397886130772,False,False,True
151,DNAJC17_14655-1_3,Non vs RV,423.0,-0.1398002915938555,0.16790883110104488,-0.1398002915938555,-0.027582598319657592,,,,,0.7042126889620604,False,False,True
151,DNAJC17_14655-1_3,Predicted vs RV,234.0,-0.08930887382171324,0.4885054270813105,-0.08930887382171324,-0.014947323577230165,,,,,0.8811657508768835,False,False,True
151,GSTA4_14645-253_3,Non vs Predicted,375.0,0.13526841734123343,0.25793743746409314,0.13526841734123343,0.022219269919673934,,,,,0.7720559429382714,False,False,True
151,GSTA4_14645-253_3,Non vs RV,423.0,0.019626408981762145,0.8505116567157207,0.019626408981762145,0.009813937601050426,,,,,0.9721648557236985,False,False,True
151,GSTA4_14645-253_3,Predicted vs RV,234.0,-0.11564200835947129,0.38306056023749707,-0.11564200835947129,-0.012405332318623508,,,,,0.8437185447151058,False,False,True
151,KIN_14643-27_3,Non vs Predicted,375.0,-0.0886492652468227,0.45976933189706826,-0.0886492652468227,-0.014451493650261327,,,,,0.8725385226492685,False,False,True
151,KIN_14643-27_3,Non vs RV,423.0,0.16091770938863934,0.1239482726672328,0.16091770938863934,0.04421429485937445,,,,,0.6568491636453282,False,False,True
151,KIN_14643-27_3,Predicted vs RV,234.0,0.24956697463546204,0.06096544460809506,0.24956697463546204,0.058665788509635775,,,,,0.5283671866034906,False,False,True
151,RIDA_14636-25_3,Non vs Predicted,375.0,0.06116842435041482,0.6048805703275114,0.06116842435041482,0.0013654889515546387,,,,,0.9180629582854098,False,False,True
151,RIDA_14636-25_3,Non vs RV,423.0,-0.1800342837233975,0.08097315839852263,-0.1800342837233975,-0.0946938486064468,,,,,0.5789324206513583,False,False,True
