PROJECTID,cohort_col,TESTNAME,UNITS,n,omnibus_pval,omnibus_qval_fdr_bh,outlier_handling,gba_included,log_transform,pd_only
LCC 504,HEURISTIC,Q9UM47,Arbitrary Protein group intensity value,11.0,0.953594428644456,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UMF0,Arbitrary Protein group intensity value,11.0,0.363762736968182,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UMX0;Q9UMX0-2;Q9UMX0-4,Arbitrary Protein group intensity value,11.0,0.24829359708052,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UMX5,Arbitrary Protein group intensity value,11.0,0.9099476207326695,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UN36;Q9UN36-3,Arbitrary Protein group intensity value,11.0,0.4595693002981205,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UN70,Arbitrary Protein group intensity value,11.0,0.910421716555238,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UNN8,Arbitrary Protein group intensity value,11.0,0.5444731660982491,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UNW1,Arbitrary Protein group intensity value,11.0,0.9500543324380034,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UP79,Arbitrary Protein group intensity value,11.0,0.2240680677923718,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UPU3,Arbitrary Protein group intensity value,11.0,0.2080590684349925,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UQ52,Arbitrary Protein group intensity value,11.0,0.9546424826945384,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9UQM7;Q9UQM7-2,Arbitrary Protein group intensity value,11.0,0.9065969476853164,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9Y219;Q9Y219-2,Arbitrary Protein group intensity value,11.0,0.3003834338205812,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9Y240,Arbitrary Protein group intensity value,11.0,0.9048017624123292,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9Y279;Q9Y279-2,Arbitrary Protein group intensity value,11.0,0.9414228485776142,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9Y287,Arbitrary Protein group intensity value,11.0,0.9058484508693732,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9Y2I2;Q9Y2I2-1;Q9Y2I2-2;Q9Y2I2-4;Q9Y2I2-5;Q9Y2I2-6,Arbitrary Protein group intensity value,11.0,0.939311848571093,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9Y2T3;Q9Y2T3-3,Arbitrary Protein group intensity value,11.0,0.9072340276679371,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9Y2Z0;Q9Y2Z0-2,Arbitrary Protein group intensity value,11.0,0.062760256803722,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9Y3C5,Arbitrary Protein group intensity value,11.0,0.3825612884544466,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9Y4L1,Arbitrary Protein group intensity value,11.0,0.787227664256533,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9Y5E8,Arbitrary Protein group intensity value,11.0,0.517519777304499,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9Y5F6,Arbitrary Protein group intensity value,11.0,0.9647362867633008,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9Y5I4;Q9Y5I4-2,Arbitrary Protein group intensity value,11.0,0.9587350267507416,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9Y5Y7,Arbitrary Protein group intensity value,11.0,0.667818759931682,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9Y617;Q9Y617-2,Arbitrary Protein group intensity value,11.0,0.3346563064718434,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9Y625,Arbitrary Protein group intensity value,11.0,0.9986642341420028,0.999587415556444,none,False,False,True
LCC 504,HEURISTIC,Q9Y646,Arbitrary Protein group intensity value,11.0,0.3170527119160876,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9Y696,Arbitrary Protein group intensity value,11.0,0.8840218672956995,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9Y6C2,Arbitrary Protein group intensity value,11.0,0.9070833134677064,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9Y6N6,Arbitrary Protein group intensity value,11.0,0.90606708225933,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9Y6N7;Q9Y6N7-2;Q9Y6N7-4,Arbitrary Protein group intensity value,11.0,0.9143922969549864,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9Y6N8,Arbitrary Protein group intensity value,11.0,0.7146579151183955,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9Y6R7,Arbitrary Protein group intensity value,11.0,0.3905273306706823,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9Y6X5,Arbitrary Protein group intensity value,11.0,0.895623316641403,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,Q9Y6Y9,Arbitrary Protein group intensity value,11.0,0.3022959514663453,0.9967832759666496,none,False,False,True
LCC 504,HEURISTIC,V9GYM3,Arbitrary Protein group intensity value,11.0,0.5983741810003423,0.9967832759666496,none,False,False,True
LCC 505,HEURISTIC,LRRK2 LC-MS-pRab10,pg/ml,7.0,0.1542469883042624,0.1542469883042624,none,False,False,True
LCC 505,HEURISTIC,LRRK2 LC-MS -total LRRK2,pg/ml,7.0,0.0398826852823973,0.0797653705647946,none,False,False,True
LCC 506,HEURISTIC,pS935_raw,RLU,286.0,0.0123122623048945,0.0164163497398594,none,False,False,True
LCC 506,HEURISTIC,tLRRK2_raw,RLU,286.0,0.0003912781024411,0.0007825562048823,none,False,False,True
LCC 506,HEURISTIC,pS935_conc,ng/mL,285.0,0.0597009692483293,0.0597009692483293,none,False,False,True
LCC 506,HEURISTIC,tLRRK2_conc,ng/mL,286.0,0.0001534437264356,0.0006137749057424,none,False,False,True
LCC 508,HEURISTIC,glucosylsphingosine (d18:1),ng/mL,18.0,0.7170471612743828,0.9407245484035646,none,False,False,True
LCC 508,HEURISTIC,galactosylsphingosine (d18:1),ng/mL,17.0,0.6012708700529887,0.9407245484035646,none,False,False,True
LCC 508,HEURISTIC,SM(d18:1/18:0),ng/mL,20.0,0.8213728868727667,0.9407245484035646,none,False,False,True
LCC 508,HEURISTIC,SM(d18:1/16:0),ng/mL,20.0,0.7762715625207057,0.9407245484035646,none,False,False,True
LCC 508,HEURISTIC,SM(d18:1/24:0),ng/mL,20.0,0.8288372205127057,0.9407245484035646,none,False,False,True
LCC 508,HEURISTIC,SM(d18:1/24:1),ng/mL,20.0,0.984450444553138,0.984450444553138,none,False,False,True
LCC 508,HEURISTIC,GlcCer (d18:1/C16:0),ng/mL,10.0,0.4629944133660369,0.9407245484035646,none,False,False,True
LCC 508,HEURISTIC,GlcCer (d18:1/C18:0),ng/mL,10.0,0.9796458400573034,0.984450444553138,none,False,False,True
LCC 508,HEURISTIC,GlcCer (d18:1/C20:0),ng/mL,10.0,0.8417009117295051,0.9407245484035646,none,False,False,True
LCC 508,HEURISTIC,GlcCer (d18:1/C22:0),ng/mL,10.0,0.5621957965200579,0.9407245484035646,none,False,False,True
LCC 508,HEURISTIC,GlcCer (d18:1/C24:0),ng/mL,10.0,0.6792717959772826,0.9407245484035646,none,False,False,True
LCC 508,HEURISTIC,GlcCer (d18:1/C24:1),ng/mL,10.0,0.1723253723894929,0.8541825779619845,none,False,False,True
LCC 508,HEURISTIC,GalCer (d18:1/C16:0),ng/mL,10.0,0.3965044959696756,0.9407245484035646,none,False,False,True
LCC 508,HEURISTIC,GalCer (d18:1/C22:0),ng/mL,10.0,0.1326684687489734,0.8541825779619845,none,False,False,True
LCC 508,HEURISTIC,GalCer (d18:1/C24:0),ng/mL,10.0,0.0378151132024813,0.7184871508471452,none,False,False,True
LCC 508,HEURISTIC,GalCer (d18:1/C24:1),ng/mL,10.0,0.31469884451231,0.8541825779619845,none,False,False,True
LCC 508,HEURISTIC,sphingosine,ng/mL,10.0,0.2765536540101656,0.8541825779619845,none,False,False,True
LCC 508,HEURISTIC,SM(d18:1/20:0),ng/mL,10.0,0.2973436092673498,0.8541825779619845,none,False,False,True
LCC 508,HEURISTIC,SM(d18:1/22:0),ng/mL,10.0,0.2464914233464033,0.8541825779619845,none,False,False,True
LCC 509,HEURISTIC,LRRK2 LC-MS,ng/ml,4.0,0.2988969902219529,0.2988969902219529,none,False,False,True
LCC 509,HEURISTIC,pRab10 LC-MS,ng/ml,4.0,0.075637103072458,0.1328745599244756,none,False,False,True
LCC 509,HEURISTIC,Creatinine,mg/dl,4.0,0.0885830399496504,0.1328745599244756,none,False,False,True
LCC 510,HEURISTIC,HEMOGLOBIN_ASSAY,ul,127.0,0.1984942496677521,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB00008,ppm,128.0,0.8586866469958068,0.9334801237860612,none,False,False,True
LCC 510,HEURISTIC,HMDB00042,ppm,128.0,0.4773744501091225,0.777798494671202,none,False,False,True
LCC 510,HEURISTIC,HMDB00060,ppm,128.0,0.0384473108426626,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB00064,ppm,128.0,0.2796355022450231,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB00094,ppm,128.0,0.3401663251688168,0.7557144227902691,none,False,False,True
LCC 510,HEURISTIC,HMDB00108,ppm,128.0,0.284888593914916,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB00122,ppm,128.0,0.7248352472032686,0.8615715667306252,none,False,False,True
LCC 510,HEURISTIC,HMDB00131,ppm,128.0,0.1031178095644014,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB00142,ppm,128.0,0.4188862043446698,0.7742445675368536,none,False,False,True
LCC 510,HEURISTIC,HMDB00243,ppm,128.0,0.1147816147919621,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB00294,ppm,128.0,0.3565183049036023,0.7650534112248628,none,False,False,True
LCC 510,HEURISTIC,HMDB00357,ppm,128.0,0.0271363253906873,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB00691,ppm,128.0,0.1759236715140158,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB00863,ppm,128.0,0.0185095169708018,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB01659,ppm,128.0,0.1519942498407121,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB01875,ppm,128.0,0.8993213542317713,0.9593036141506744,none,False,False,True
LCC 510,HEURISTIC,HMDB01881,ppm,128.0,0.5404821493356308,0.7894789532978316,none,False,False,True
LCC 510,HEURISTIC,HMDB04983,ppm,128.0,0.0173658533509314,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB01873,ppm,128.0,0.8270787066597848,0.9211859107000137,none,False,False,True
LCC 510,HEURISTIC,HMDB0000062,ppm,127.0,0.3516161296144254,0.763206916788502,none,False,False,True
LCC 510,HEURISTIC,HMDB0000201,ppm,127.0,0.0871796292718706,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0000824,ppm,127.0,0.0084095233869169,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0002095,ppm,127.0,0.2527542431021469,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0013125,ppm,127.0,0.4433776633279215,0.7742445675368536,none,False,False,True
LCC 510,HEURISTIC,HMDB0013124,ppm,127.0,0.5357290662149842,0.7884085350873578,none,False,False,True
LCC 510,HEURISTIC,HMDB0000736,ppm,127.0,0.0131456617535796,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0013126,ppm,127.0,0.881803304659697,0.947817488552984,none,False,False,True
LCC 510,HEURISTIC,HMDB0000378,ppm,127.0,0.0698335945932584,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0013130,ppm,127.0,0.6165584241418409,0.8119647291014134,none,False,False,True
LCC 510,HEURISTIC,HMDB0000552,ppm,127.0,0.9446838185140284,0.9765293361433632,none,False,False,True
LCC 510,HEURISTIC,HMDB0013132,ppm,127.0,0.439230379734621,0.7742445675368536,none,False,False,True
LCC 510,HEURISTIC,HMDB0002366,ppm,127.0,0.49732875765048,0.777798494671202,none,False,False,True
LCC 510,HEURISTIC,HMDB0013129,ppm,127.0,0.6923866914338469,0.8577173056182088,none,False,False,True
LCC 510,HEURISTIC,HMDB0000705,ppm,127.0,0.1491616235173414,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0013161,ppm,127.0,0.9884030345460882,0.999180014673538,none,False,False,True
LCC 510,HEURISTIC,HMDB0013328,ppm,127.0,0.5465956985870828,0.7894789532978316,none,False,False,True
LCC 510,HEURISTIC,HMDB0000791,ppm,127.0,0.0472023129990466,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0006320,ppm,127.0,0.8031520532471139,0.91126867579961,none,False,False,True
LCC 510,HEURISTIC,HMDB0000651,ppm,127.0,0.0403151495259381,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0013205,ppm,127.0,0.4430262266960659,0.7742445675368536,none,False,False,True
LCC 510,HEURISTIC,HMDB0013325,ppm,127.0,0.6104131985677028,0.8119647291014134,none,False,False,True
LCC 510,HEURISTIC,HMDB0002250,ppm,127.0,0.0187248863506738,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0013327,ppm,127.0,0.817439916381366,0.9178520860406688,none,False,False,True
LCC 510,HEURISTIC,HMDB0013326,ppm,127.0,0.1830020988484156,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0005066,ppm,127.0,0.8586052132149379,0.9334801237860612,none,False,False,True
LCC 510,HEURISTIC,HMDB0002014,ppm,127.0,0.0440476348981934,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0013330,ppm,127.0,0.6772775311248405,0.8482268168714394,none,False,False,True
LCC 510,HEURISTIC,HMDB0013331,ppm,127.0,0.4257933220807111,0.7742445675368536,none,False,False,True
LCC 510,HEURISTIC,X56,ppm,127.0,0.3832311375716796,0.7682120931957332,none,False,False,True
LCC 510,HEURISTIC,HMDB0000222,ppm,127.0,0.8099749827920667,0.9144180299991722,none,False,False,True
LCC 510,HEURISTIC,HMDB0013336,ppm,127.0,0.7482649085721973,0.8740050259079697,none,False,False,True
LCC 510,HEURISTIC,HMDB0006317,ppm,127.0,0.4950996967673352,0.777798494671202,none,False,False,True
LCC 510,HEURISTIC,HMDB0013333,ppm,127.0,0.5103362844659405,0.7781933329148778,none,False,False,True
LCC 510,HEURISTIC,HMDB0013334,ppm,127.0,0.8275059875779783,0.9211859107000137,none,False,False,True
LCC 510,HEURISTIC,HMDB0013335,ppm,127.0,0.9934360568559496,0.9999814444453998,none,False,False,True
LCC 510,HEURISTIC,HMDB0000848,ppm,127.0,0.2275085519121745,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0005065,ppm,127.0,0.1640520386723191,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0013339,ppm,127.0,0.8826033531986489,0.947817488552984,none,False,False,True
LCC 510,HEURISTIC,HMDB0006461,ppm,127.0,0.2298388616087892,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0000875,ppm,128.0,0.2772945686955867,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0000925,ppm,128.0,0.356470205638028,0.7650534112248628,none,False,False,True
LCC 510,HEURISTIC,HMDB0000161,ppm,128.0,0.5074738632607393,0.7781933329148778,none,False,False,True
LCC 510,HEURISTIC,HMDB0000517,ppm,128.0,0.1199568734402528,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0000168,ppm,128.0,0.8535261838920641,0.9334801237860612,none,False,False,True
LCC 510,HEURISTIC,HMDB0000191,ppm,128.0,0.2861852497701719,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0000574,ppm,128.0,0.5601645963759936,0.7951253716088128,none,False,False,True
LCC 510,HEURISTIC,HMDB0000641,ppm,128.0,0.0522093840277349,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0000148,ppm,128.0,0.3313444804004389,0.7518970901394576,none,False,False,True
LCC 510,HEURISTIC,HMDB0000123,ppm,128.0,0.1224728770013713,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0000177,ppm,128.0,0.7376002458624156,0.870967305180326,none,False,False,True
LCC 510,HEURISTIC,HMDB0000172,ppm,128.0,0.2848613303552776,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0000687,ppm,128.0,0.9249297510870758,0.968192594283084,none,False,False,True
LCC 510,HEURISTIC,HMDB0000182,ppm,128.0,0.4288944606376109,0.7742445675368536,none,False,False,True
LCC 510,HEURISTIC,HMDB0000696,ppm,128.0,0.9854977620079964,0.999180014673538,none,False,False,True
LCC 510,HEURISTIC,HMDB0000159,ppm,128.0,0.8318438418942051,0.9242106643167036,none,False,False,True
LCC 510,HEURISTIC,HMDB0000162,ppm,128.0,0.1809770416108841,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0000187,ppm,128.0,0.0412217519613269,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0000167,ppm,128.0,0.8453958624210126,0.9315142864367354,none,False,False,True
LCC 510,HEURISTIC,HMDB0000929,ppm,128.0,0.4105136286533748,0.7742445675368536,none,False,False,True
LCC 510,HEURISTIC,HMDB0000158,ppm,128.0,0.5190680201383574,0.7822221312816954,none,False,False,True
LCC 510,HEURISTIC,HMDB0000883,ppm,128.0,0.3594745425832177,0.7650534112248628,none,False,False,True
LCC 510,HEURISTIC,HMDB0000001,ppm,128.0,0.2131438981052889,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0000479,ppm,128.0,0.2305244902822255,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0003355,ppm,128.0,0.3835977109799866,0.7682120931957332,none,False,False,True
LCC 510,HEURISTIC,HMDB0000452,ppm,128.0,0.90461296126381,0.9593036141506744,none,False,False,True
LCC 510,HEURISTIC,HMDB0003357,ppm,128.0,0.5476423333284648,0.7894789532978316,none,False,False,True
LCC 510,HEURISTIC,HMDB0001539,ppm,128.0,0.3179391929185405,0.740741500109511,none,False,False,True
LCC 510,HEURISTIC,HMDB0000510,ppm,128.0,0.2294915923932035,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0000194,ppm,128.0,0.0707296597625555,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0031654,ppm,128.0,0.4416317101224304,0.7742445675368536,none,False,False,True
LCC 510,HEURISTIC,HMDB0000043,ppm,128.0,0.7622911785334797,0.8818662653622609,none,False,False,True
LCC 510,HEURISTIC,HMDB0240251,ppm,128.0,0.6345140401416353,0.8138332253990539,none,False,False,True
LCC 510,HEURISTIC,HMDB0000033,ppm,128.0,0.7804746911393377,0.8947286988321931,none,False,False,True
LCC 510,HEURISTIC,HMDB0000904,ppm,128.0,0.1821382635144623,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0000562,ppm,128.0,0.2800302043579037,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0000192,ppm,128.0,0.3094235419883946,0.7355892994522641,none,False,False,True
LCC 510,HEURISTIC,HMDB0000181,ppm,128.0,0.2863181980885363,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0000670,ppm,128.0,0.8336958423534293,0.9242106643167036,none,False,False,True
LCC 510,HEURISTIC,HMDB0000742,ppm,128.0,0.58562537162886,0.8069445141977284,none,False,False,True
LCC 510,HEURISTIC,HMDB0000684,ppm,128.0,0.9706445259579826,0.9983332763022672,none,False,False,True
LCC 510,HEURISTIC,HMDB0002005,ppm,128.0,0.9179984832328784,0.9640469508384112,none,False,False,True
LCC 510,HEURISTIC,HMDB0001904,ppm,128.0,0.7292307252323389,0.863632738459467,none,False,False,True
LCC 510,HEURISTIC,HMDB0000214,ppm,128.0,0.0080077595191632,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0000821,ppm,128.0,0.8995242579879064,0.9593036141506744,none,False,False,True
LCC 510,HEURISTIC,X112,ppm,128.0,0.5974654556617688,0.8119647291014134,none,False,False,True
LCC 510,HEURISTIC,HMDB0004827,ppm,128.0,0.2110854306657133,0.7303994457994845,none,False,False,True
LCC 510,HEURISTIC,HMDB0000271,ppm,128.0,0.0207658472360373,0.7303994457994845,none,False,False,True
