PROJECTID,cohort_col,TESTNAME,UNITS,n,omnibus_pval,omnibus_qval_fdr_bh,outlier_handling,gba_included,log_transform,pd_only
PPMI 151,HEURISTIC,SLC41A2_12511-83_3,log2 RFU,516.0,0.8592376475290703,0.9659365049496398,none,False,False,True
PPMI 151,HEURISTIC,STAP1_12510-3_3,log2 RFU,516.0,0.1582709167488518,0.6046679156244498,none,False,False,True
PPMI 151,HEURISTIC,COMMD1_12509-115_3,log2 RFU,516.0,0.0758447035283804,0.4574702059063064,none,False,False,True
PPMI 151,HEURISTIC,CHMP3_12508-9_3,log2 RFU,516.0,0.0503286177233932,0.3886355188498359,none,False,False,True
PPMI 151,HEURISTIC,ITPKC_12507-16_3,log2 RFU,516.0,0.1028153958640943,0.5207263496708049,none,False,False,True
PPMI 151,HEURISTIC,LMOD1_12504-26_3,log2 RFU,516.0,0.0004337755601621,0.0282582376752047,none,False,False,True
PPMI 151,HEURISTIC,GPR68_12503-5_3,log2 RFU,516.0,0.7862262050576102,0.9472465176347258,none,False,False,True
PPMI 151,HEURISTIC,TBCA_12501-10_3,log2 RFU,516.0,0.7332938565226681,0.9297899794248512,none,False,False,True
PPMI 151,HEURISTIC,UBA2_12500-88_3,log2 RFU,516.0,0.6073554589211649,0.8834431797886133,none,False,False,True
PPMI 151,HEURISTIC,SH3GL2_12499-108_3,log2 RFU,516.0,0.0387656564199162,0.3684471194259255,none,False,False,True
PPMI 151,HEURISTIC,TAX1BP3_12498-12_3,log2 RFU,516.0,0.3400385659854799,0.7677520268141124,none,False,False,True
PPMI 151,HEURISTIC,NUDT16L1_12497-29_3,log2 RFU,516.0,0.0074607742841869,0.1629306300216332,none,False,False,True
PPMI 151,HEURISTIC,GABARAPL2_12494-99_3,log2 RFU,516.0,0.5287539735126301,0.8521429022518087,none,False,False,True
PPMI 151,HEURISTIC,OTUB2_12493-42_3,log2 RFU,516.0,0.0865291232861579,0.481724777474647,none,False,False,True
PPMI 151,HEURISTIC,CLIC4_12491-23_3,log2 RFU,516.0,0.1451024133716989,0.5832735169086057,none,False,False,True
PPMI 151,HEURISTIC,LAMTOR3_12490-92_3,log2 RFU,516.0,0.8646248268457511,0.9677423022027516,none,False,False,True
PPMI 151,HEURISTIC,MAGEA3_12576-21_3,log2 RFU,516.0,0.6316218101820165,0.8954081810236938,none,False,False,True
PPMI 151,HEURISTIC,MTHFD1_12575-30_3,log2 RFU,516.0,0.08159090171028,0.4695588252427848,none,False,False,True
PPMI 151,HEURISTIC,EDN2_12574-36_3,log2 RFU,516.0,0.8121080941799722,0.950570968475025,none,False,False,True
PPMI 151,HEURISTIC,TRIM3_12573-80_3,log2 RFU,516.0,0.1056872451632849,0.5271275976533937,none,False,False,True
PPMI 151,HEURISTIC,EFS_12572-236_3,log2 RFU,516.0,0.345133540819431,0.7700793549933379,none,False,False,True
PPMI 151,HEURISTIC,ARL3_12571-14_3,log2 RFU,516.0,4.985115181749104e-05,0.0065041718695745,none,False,False,True
PPMI 151,HEURISTIC,CCT5_12569-25_3,log2 RFU,516.0,0.0020256890049484,0.076117620274078,none,False,False,True
PPMI 151,HEURISTIC,KEAP1_12568-14_3,log2 RFU,516.0,0.666343123950767,0.9117790386330442,none,False,False,True
PPMI 151,HEURISTIC,NIP7_12564-9_3,log2 RFU,516.0,0.1356169976395669,0.5734393464205909,none,False,False,True
PPMI 151,HEURISTIC,TNFAIP8_12563-2_3,log2 RFU,516.0,0.8721667930594255,0.9686652910655678,none,False,False,True
PPMI 151,HEURISTIC,PKN1_12562-1_3,log2 RFU,516.0,0.0867036805509889,0.4821474295031101,none,False,False,True
PPMI 151,HEURISTIC,NT5C_12560-9_3,log2 RFU,516.0,6.872344715463858e-05,0.007812097899811,none,False,False,True
PPMI 151,HEURISTIC,UBASH3B_12558-3_3,log2 RFU,516.0,0.3705766044664719,0.7803247271976922,none,False,False,True
PPMI 151,HEURISTIC,NOVA1_12557-18_3,log2 RFU,516.0,0.1063175249127803,0.5276443877646873,none,False,False,True
PPMI 151,HEURISTIC,UBE2C_12556-7_3,log2 RFU,516.0,0.6460410056064876,0.9040505111378504,none,False,False,True
PPMI 151,HEURISTIC,RAD51D_12554-10_3,log2 RFU,516.0,0.4065111993198062,0.7928580450699297,none,False,False,True
PPMI 151,HEURISTIC,VRK1_12553-5_3,log2 RFU,516.0,0.7514783449618448,0.9351174213088872,none,False,False,True
PPMI 151,HEURISTIC,ITCH_12551-3_3,log2 RFU,516.0,0.9447427759861317,0.9850475019241064,none,False,False,True
PPMI 151,HEURISTIC,HPGDS_12549-33_3,log2 RFU,516.0,0.6027334854360754,0.8814037947472095,none,False,False,True
PPMI 151,HEURISTIC,RRAGC_12548-75_3,log2 RFU,516.0,0.0022684191734226,0.0809345468590517,none,False,False,True
PPMI 151,HEURISTIC,C11orf87_11912-45_3,log2 RFU,516.0,0.0123757600439954,0.2130025179403163,none,False,False,True
PPMI 151,HEURISTIC,LRRC4B_11911-13_3,log2 RFU,516.0,0.9967992075162516,0.9992209837796988,none,False,False,True
PPMI 151,HEURISTIC,DLX4_11910-27_3,log2 RFU,516.0,0.2282924566323157,0.6769453180955138,none,False,False,True
PPMI 151,HEURISTIC,MMRN2_11895-21_3,log2 RFU,516.0,0.0037527865310041,0.1102156862610559,none,False,False,True
PPMI 151,HEURISTIC,VSIG1_11890-2_3,log2 RFU,516.0,0.1912800640767228,0.6530589296139873,none,False,False,True
PPMI 151,HEURISTIC,PCDHGB1_11872-9_3,log2 RFU,516.0,0.2884887508922661,0.7336800282837652,none,False,False,True
PPMI 151,HEURISTIC,CLPB_11860-3_3,log2 RFU,516.0,0.2526231293267465,0.7004086349602687,none,False,False,True
PPMI 151,HEURISTIC,TREM2_11851-21_3,log2 RFU,516.0,0.5795559510039627,0.8721702475714967,none,False,False,True
PPMI 151,HEURISTIC,PIEZO1_11838-130_3,log2 RFU,516.0,0.8480590743728854,0.9640952683854036,none,False,False,True
PPMI 151,HEURISTIC,TNFRSF18_11837-7_3,log2 RFU,516.0,0.0646268141014041,0.4280952447294913,none,False,False,True
PPMI 151,HEURISTIC,DDR1_11836-144_3,log2 RFU,516.0,0.8464341780797614,0.9635235823134312,none,False,False,True
PPMI 151,HEURISTIC,TREM2_11835-8_3,log2 RFU,516.0,0.8956870226210102,0.9737807309989984,none,False,False,True
PPMI 151,HEURISTIC,FXN_11833-83_3,log2 RFU,516.0,0.8049257988483073,0.9485239403979088,none,False,False,True
PPMI 151,HEURISTIC,PTPN11_11830-48_3,log2 RFU,516.0,0.0007055323730344,0.0391758317985185,none,False,False,True
PPMI 151,HEURISTIC,RORC_11827-7_3,log2 RFU,516.0,0.4113392757739483,0.7937148015534037,none,False,False,True
PPMI 151,HEURISTIC,PPARGC1A_11825-27_3,log2 RFU,516.0,0.4508705649606953,0.8180288334415599,none,False,False,True
PPMI 151,HEURISTIC,RPS6KB1_11817-1_3,log2 RFU,516.0,0.9444912723245864,0.9849953785198589,none,False,False,True
PPMI 151,HEURISTIC,JAK2_11816-84_3,log2 RFU,516.0,0.3142202691639068,0.7541957053538875,none,False,False,True
PPMI 151,HEURISTIC,MET_11814-29_3,log2 RFU,516.0,0.0926563529730089,0.4974273582131426,none,False,False,True
PPMI 151,HEURISTIC,LRIT2_11716-28_3,log2 RFU,516.0,0.2856522505661724,0.730024692892282,none,False,False,True
PPMI 151,HEURISTIC,RAB39B_12403-30_3,log2 RFU,516.0,0.1063276845229576,0.5276443877646873,none,False,False,True
PPMI 151,HEURISTIC,STAMBPL1_12401-3_3,log2 RFU,516.0,0.3797424142122068,0.7848846343883079,none,False,False,True
PPMI 151,HEURISTIC,UBE2T_12400-25_3,log2 RFU,516.0,0.4738500079940918,0.8257166799693928,none,False,False,True
PPMI 151,HEURISTIC,CCDC50_12399-194_3,log2 RFU,516.0,0.1157135268863728,0.5401479383855811,none,False,False,True
PPMI 151,HEURISTIC,PAX4_12398-15_3,log2 RFU,516.0,0.250834946396148,0.7004086349602687,none,False,False,True
PPMI 151,HEURISTIC,HIBCH_12396-19_3,log2 RFU,516.0,0.8498318860842418,0.9640952683854036,none,False,False,True
PPMI 151,HEURISTIC,DARS2_12395-86_3,log2 RFU,516.0,0.2116641605386764,0.668410866639865,none,False,False,True
PPMI 151,HEURISTIC,C16orf54_12394-53_3,log2 RFU,516.0,0.5365549840523204,0.8529259011156336,none,False,False,True
PPMI 151,HEURISTIC,ARL1_12392-30_3,log2 RFU,516.0,0.2852089523317762,0.729514054943863,none,False,False,True
PPMI 151,HEURISTIC,PDZD7_12391-27_3,log2 RFU,516.0,0.8395288188467256,0.9597382768406624,none,False,False,True
PPMI 151,HEURISTIC,ORC6_12389-4_3,log2 RFU,516.0,0.8647377791350556,0.9677423022027516,none,False,False,True
PPMI 151,HEURISTIC,PDLIM4_12387-7_3,log2 RFU,516.0,0.1159443530739896,0.5401479383855811,none,False,False,True
PPMI 151,HEURISTIC,RNPEP_12386-11_3,log2 RFU,516.0,0.3282007275700067,0.7612828255133226,none,False,False,True
PPMI 151,HEURISTIC,CAPN3_12385-4_3,log2 RFU,516.0,0.8669506861844382,0.9677423022027516,none,False,False,True
PPMI 151,HEURISTIC,COPS7B_12384-92_3,log2 RFU,516.0,0.4340228831982433,0.8084806830469993,none,False,False,True
PPMI 151,HEURISTIC,DDX58_12382-2_3,log2 RFU,516.0,0.0365921808630465,0.3550718973012981,none,False,False,True
PPMI 151,HEURISTIC,CBR1_12381-26_3,log2 RFU,516.0,0.0209467563939213,0.273033987342634,none,False,False,True
PPMI 151,HEURISTIC,TAPBP_12378-71_3,log2 RFU,516.0,0.3148605399785222,0.7541957053538875,none,False,False,True
PPMI 151,HEURISTIC,CDKN2D_12376-85_3,log2 RFU,516.0,0.2160302359207235,0.6706237400890138,none,False,False,True
PPMI 151,HEURISTIC,PLEKHA1_12459-13_3,log2 RFU,516.0,0.3680560658629427,0.780298307327887,none,False,False,True
PPMI 151,HEURISTIC,CHP1_12458-79_3,log2 RFU,516.0,0.8714259340532748,0.9686652910655678,none,False,False,True
PPMI 151,HEURISTIC,ADI1_12457-10_3,log2 RFU,516.0,0.3600494954237901,0.7783821024464778,none,False,False,True
PPMI 151,HEURISTIC,PFKFB3_12456-5_3,log2 RFU,516.0,0.1066517835904301,0.5276456661842335,none,False,False,True
PPMI 151,HEURISTIC,MYNN_12455-48_3,log2 RFU,516.0,0.6712145649684086,0.9127489070027134,none,False,False,True
PPMI 151,HEURISTIC,NTMT1_12454-105_3,log2 RFU,516.0,0.1522155903773092,0.5936130195042427,none,False,False,True
PPMI 151,HEURISTIC,NXF1_12453-161_3,log2 RFU,516.0,0.4209718643475263,0.7984906763409814,none,False,False,True
PPMI 151,HEURISTIC,KMT5C_12452-32_3,log2 RFU,516.0,0.7578708274518386,0.9356424844972654,none,False,False,True
PPMI 151,HEURISTIC,BACH1_12451-62_3,log2 RFU,516.0,0.7666083577153732,0.9398499253856896,none,False,False,True
PPMI 151,HEURISTIC,PMVK_12450-42_3,log2 RFU,516.0,0.0613685470765877,0.422433733061905,none,False,False,True
PPMI 151,HEURISTIC,PPIH_12449-16_3,log2 RFU,516.0,0.0264339505287119,0.3054589838873379,none,False,False,True
PPMI 151,HEURISTIC,NMT1_12448-246_3,log2 RFU,516.0,0.0469893766521587,0.3775042786737697,none,False,False,True
PPMI 151,HEURISTIC,GSTA1_12446-49_3,log2 RFU,516.0,0.0341733440215086,0.3479985532856963,none,False,False,True
PPMI 151,HEURISTIC,ANKRD27_12445-50_3,log2 RFU,516.0,0.8801228028421879,0.9697084852605744,none,False,False,True
PPMI 151,HEURISTIC,NR5A2_12444-39_3,log2 RFU,516.0,0.0136058745837562,0.2238498786817349,none,False,False,True
PPMI 151,HEURISTIC,RHOD_12442-4_3,log2 RFU,516.0,0.2242434429852622,0.6741094399212557,none,False,False,True
PPMI 151,HEURISTIC,IRF9_12439-67_3,log2 RFU,516.0,0.2504164031877141,0.7004086349602687,none,False,False,True
PPMI 151,HEURISTIC,MPG_12438-127_3,log2 RFU,516.0,0.1854228452909776,0.6462616767365927,none,False,False,True
PPMI 151,HEURISTIC,ULK3_12437-18_3,log2 RFU,516.0,0.5031415787319998,0.8417863253197472,none,False,False,True
PPMI 151,HEURISTIC,GSTO1_12436-84_3,log2 RFU,516.0,0.0628083176834096,0.4242135048388499,none,False,False,True
PPMI 151,HEURISTIC,IST1_12434-25_3,log2 RFU,516.0,0.0212055292734475,0.2740038575902319,none,False,False,True
PPMI 151,HEURISTIC,ARL11_12433-8_3,log2 RFU,516.0,0.8082079713363675,0.9497560186291564,none,False,False,True
PPMI 151,HEURISTIC,CACYBP_12432-23_3,log2 RFU,516.0,0.1781895248886237,0.6334475619313401,none,False,False,True
PPMI 151,HEURISTIC,PELO_12431-13_3,log2 RFU,516.0,0.619831984009837,0.8891135902878391,none,False,False,True
PPMI 151,HEURISTIC,PAIP1_12430-78_3,log2 RFU,516.0,0.0782665273108259,0.4618494895250956,none,False,False,True
PPMI 151,HEURISTIC,LYPLAL1_12428-2_3,log2 RFU,516.0,0.0909160150678986,0.4937563628981253,none,False,False,True
PPMI 151,HEURISTIC,CDC25B_12427-8_3,log2 RFU,516.0,0.3716063585231365,0.7803247271976922,none,False,False,True
PPMI 151,HEURISTIC,MOB1A_12426-19_3,log2 RFU,516.0,0.2356955596776887,0.684539450804838,none,False,False,True
PPMI 151,HEURISTIC,ARF6_12425-104_3,log2 RFU,516.0,0.0168425648377549,0.252871575861127,none,False,False,True
PPMI 151,HEURISTIC,THYN1_12424-107_3,log2 RFU,516.0,0.231061874502666,0.679970164099357,none,False,False,True
PPMI 151,HEURISTIC,A1CF_12423-38_3,log2 RFU,516.0,0.4674428440330713,0.8240735734137709,none,False,False,True
PPMI 151,HEURISTIC,ALOX15B_12422-143_3,log2 RFU,516.0,0.7132870242423036,0.9259930891520533,none,False,False,True
PPMI 151,HEURISTIC,GPD1L_12420-10_3,log2 RFU,516.0,0.5775919547560403,0.8717505761131277,none,False,False,True
PPMI 151,HEURISTIC,TPRKB_12417-46_3,log2 RFU,516.0,0.3127239884083005,0.7533223113461255,none,False,False,True
PPMI 151,HEURISTIC,EDF1_12415-122_3,log2 RFU,516.0,0.0542860966834242,0.3963077796406544,none,False,False,True
PPMI 151,HEURISTIC,YWHAB_12414-31_3,log2 RFU,516.0,0.5893359554898193,0.87519588935227,none,False,False,True
PPMI 151,HEURISTIC,MAX_12411-60_3,log2 RFU,516.0,0.4068135763662197,0.7928580450699297,none,False,False,True
PPMI 151,HEURISTIC,RAB7B_12409-90_3,log2 RFU,516.0,0.2434876869465662,0.6938200102618367,none,False,False,True
PPMI 151,HEURISTIC,RAB22A_12408-333_3,log2 RFU,516.0,4.1478345379701426e-05,0.0058877766716213,none,False,False,True
PPMI 151,HEURISTIC,DIRAS3_12406-119_3,log2 RFU,516.0,0.0740787999830048,0.4514927360560196,none,False,False,True
PPMI 151,HEURISTIC,ACAP2_12343-14_3,log2 RFU,516.0,0.066343305810361,0.4329587166903137,none,False,False,True
PPMI 151,HEURISTIC,DUSP6_12341-8_3,log2 RFU,516.0,0.3519547801613767,0.7749147253447357,none,False,False,True
PPMI 151,HEURISTIC,AARS_12340-17_3,log2 RFU,516.0,0.0013239739734272,0.0577820069831467,none,False,False,True
PPMI 151,HEURISTIC,EGFLAM_12338-27_3,log2 RFU,516.0,0.0554807301058201,0.3999849686685085,none,False,False,True
PPMI 151,HEURISTIC,SHMT1_12334-25_3,log2 RFU,516.0,0.4086011704439646,0.7935012002900671,none,False,False,True
PPMI 151,HEURISTIC,RPIA_12333-87_3,log2 RFU,516.0,0.6389293267876155,0.8989886440235649,none,False,False,True
PPMI 151,HEURISTIC,EEF2K_12332-7_3,log2 RFU,516.0,0.0402865936826223,0.3704334476331648,none,False,False,True
PPMI 151,HEURISTIC,RPS6KA1_12329-21_3,log2 RFU,516.0,0.566401977900433,0.8674372626069774,none,False,False,True
PPMI 151,HEURISTIC,MSTN_12077-32_3,log2 RFU,516.0,0.2317370769475711,0.6810324789012446,none,False,False,True
PPMI 151,HEURISTIC,GDF11_12060-28_3,log2 RFU,516.0,0.4245449373486986,0.8019909908894012,none,False,False,True
PPMI 151,HEURISTIC,TARDBP_12046-51_3,log2 RFU,516.0,0.8879646355213682,0.9705659969652164,none,False,False,True
PPMI 151,HEURISTIC,HSPA1L_12041-33_3,log2 RFU,516.0,0.4014118096500428,0.7901367764448469,none,False,False,True
PPMI 151,HEURISTIC,CAP1_12034-28_3,log2 RFU,516.0,0.3146035564945788,0.7541957053538875,none,False,False,True
PPMI 151,HEURISTIC,BUB1_12033-3_3,log2 RFU,516.0,0.0523448829724429,0.3954587140174667,none,False,False,True
PPMI 151,HEURISTIC,DES_12030-82_3,log2 RFU,516.0,0.2730686318088005,0.7130125386118679,none,False,False,True
PPMI 151,HEURISTIC,SMAD4_12022-12_3,log2 RFU,516.0,0.1428336822641449,0.5793950530349712,none,False,False,True
PPMI 151,HEURISTIC,BPGM_12020-39_3,log2 RFU,516.0,0.1155693725220084,0.5401479383855811,none,False,False,True
PPMI 151,HEURISTIC,TPK1_12018-84_3,log2 RFU,516.0,0.1279686846402203,0.5586419738175303,none,False,False,True
PPMI 151,HEURISTIC,CBL_12016-60_3,log2 RFU,516.0,0.033040588954027,0.3407223603529199,none,False,False,True
PPMI 151,HEURISTIC,PTS_12014-19_3,log2 RFU,516.0,0.0060097871754193,0.1419122691471012,none,False,False,True
PPMI 151,HEURISTIC,CRB1_12012-33_3,log2 RFU,516.0,0.3466632416730443,0.7700793549933379,none,False,False,True
PPMI 151,HEURISTIC,CD7_12008-3_3,log2 RFU,516.0,0.2359285450501673,0.6848079205864301,none,False,False,True
PPMI 151,HEURISTIC,TJP1_12001-7_3,log2 RFU,516.0,0.0377647285092169,0.3648102627530677,none,False,False,True
PPMI 151,HEURISTIC,ATP1A1_11993-227_3,log2 RFU,516.0,0.2678457634842994,0.7116517155648313,none,False,False,True
PPMI 151,HEURISTIC,EMC1_11989-35_3,log2 RFU,516.0,0.9750529254756332,0.9933469147805138,none,False,False,True
PPMI 151,HEURISTIC,PTPRH_11988-24_3,log2 RFU,516.0,0.1026674407214892,0.5207263496708049,none,False,False,True
PPMI 151,HEURISTIC,PSMD1_11986-30_3,log2 RFU,516.0,0.7597325006017266,0.936356825372466,none,False,False,True
PPMI 151,HEURISTIC,S100A2_11969-5_3,log2 RFU,516.0,0.2386303597056005,0.6869406350064639,none,False,False,True
PPMI 151,HEURISTIC,CRABP1_11967-23_3,log2 RFU,516.0,0.8458744784998811,0.9635235823134312,none,False,False,True
PPMI 151,HEURISTIC,ARHGAP1_11955-1_3,log2 RFU,516.0,0.4196961140946649,0.7984475995386028,none,False,False,True
PPMI 151,HEURISTIC,IGDCC3_11952-1_3,log2 RFU,516.0,0.3254760212932483,0.7612828255133226,none,False,False,True
PPMI 151,HEURISTIC,EGF_11949-25_3,log2 RFU,516.0,0.3421362430324101,0.7679312520930648,none,False,False,True
PPMI 151,HEURISTIC,GPLD1_11939-11_3,log2 RFU,516.0,0.0384375959549188,0.3684471194259255,none,False,False,True
PPMI 151,HEURISTIC,INTS3_11934-9_3,log2 RFU,516.0,0.9906686726899188,0.9980190585548891,none,False,False,True
PPMI 151,HEURISTIC,RBM28_11927-3_3,log2 RFU,516.0,0.2925270486524657,0.7371226606213837,none,False,False,True
PPMI 151,HEURISTIC,AAGAB_11926-23_3,log2 RFU,516.0,0.045413725435637,0.3731803775340584,none,False,False,True
PPMI 151,HEURISTIC,LRIT3_11919-84_3,log2 RFU,516.0,0.232490792864956,0.6812972651879625,none,False,False,True
PPMI 151,HEURISTIC,STOX1_11918-54_3,log2 RFU,516.0,0.0738259316950253,0.4505133010303166,none,False,False,True
PPMI 151,HEURISTIC,KRBA2_11917-8_3,log2 RFU,516.0,0.9940404409886254,0.9988005839532536,none,False,False,True
PPMI 151,HEURISTIC,PAFAH1B3_12374-8_3,log2 RFU,516.0,0.0291668388370071,0.3178898422341167,none,False,False,True
PPMI 151,HEURISTIC,TRA2B_12373-73_3,log2 RFU,516.0,0.0827107505184201,0.4695588252427848,none,False,False,True
PPMI 151,HEURISTIC,TPM3_12372-50_3,log2 RFU,516.0,0.6958098622413068,0.9220366683787438,none,False,False,True
PPMI 151,HEURISTIC,APOF_12370-30_3,log2 RFU,516.0,0.472774617485964,0.8257166799693928,none,False,False,True
PPMI 151,HEURISTIC,KAT2B_12368-18_3,log2 RFU,516.0,0.0257432563271591,0.3024832618441198,none,False,False,True
PPMI 151,HEURISTIC,TMEM57_12367-52_3,log2 RFU,516.0,0.2601632685113636,0.7065877320412812,none,False,False,True
PPMI 151,HEURISTIC,CRYGD_12366-16_3,log2 RFU,516.0,0.1244874362259779,0.5550547006635072,none,False,False,True
PPMI 151,HEURISTIC,RUVBL1_12365-108_3,log2 RFU,516.0,0.4420306677666006,0.8125783768496215,none,False,False,True
PPMI 151,HEURISTIC,TRIB2_12363-70_3,log2 RFU,516.0,0.6093929705103364,0.8851219266122471,none,False,False,True
PPMI 151,HEURISTIC,RRAS2_12361-102_3,log2 RFU,516.0,0.311972246118545,0.7533223113461255,none,False,False,True
PPMI 151,HEURISTIC,IGBP1_12358-6_3,log2 RFU,516.0,0.6127016422802687,0.8865908684991346,none,False,False,True
PPMI 151,HEURISTIC,SNAP29_12357-41_3,log2 RFU,516.0,0.0873747277543866,0.4836779946358344,none,False,False,True
PPMI 151,HEURISTIC,SRI_12356-65_3,log2 RFU,516.0,6.822726171462681e-05,0.007812097899811,none,False,False,True
PPMI 151,HEURISTIC,MRRF_12355-223_3,log2 RFU,516.0,0.5155751715009222,0.8473093082097588,none,False,False,True
PPMI 151,HEURISTIC,ARRDC3_12352-70_3,log2 RFU,516.0,0.4466079578432805,0.8150455020245593,none,False,False,True
PPMI 151,HEURISTIC,STAT1_12351-25_3,log2 RFU,516.0,0.1095004206177026,0.5330158856056298,none,False,False,True
PPMI 151,HEURISTIC,ETS2_12350-86_3,log2 RFU,516.0,0.6536151031301835,0.9070965100461708,none,False,False,True
PPMI 151,HEURISTIC,SARS2_12348-46_3,log2 RFU,516.0,0.50861929532716,0.8446967522982942,none,False,False,True
PPMI 151,HEURISTIC,CCM2_12347-29_3,log2 RFU,516.0,0.044538884755723,0.3704334476331648,none,False,False,True
PPMI 151,HEURISTIC,ANAPC10_12345-4_3,log2 RFU,516.0,0.0590494789757999,0.4158989239678822,none,False,False,True
PPMI 151,HEURISTIC,CLEC12B_10837-131_3,log2 RFU,516.0,0.6806627328569728,0.9183216776717866,none,False,False,True
PPMI 151,HEURISTIC,A4GNT_10835-25_3,log2 RFU,516.0,0.5903594813580908,0.8755088424994988,none,False,False,True
PPMI 151,HEURISTIC,HHIP_10833-64_3,log2 RFU,516.0,0.678219187437778,0.9169320711913956,none,False,False,True
PPMI 151,HEURISTIC,B4GALT6_10832-24_3,log2 RFU,516.0,0.1023718143263887,0.5201594890097591,none,False,False,True
PPMI 151,HEURISTIC,EFCAB14_10830-5_3,log2 RFU,516.0,0.5807882400404989,0.8728203109624599,none,False,False,True
PPMI 151,HEURISTIC,LINGO3_10827-67_3,log2 RFU,516.0,0.0051981591017578,0.1296357229050636,none,False,False,True
PPMI 151,HEURISTIC,VSIG10_10825-12_3,log2 RFU,516.0,0.0467703082607811,0.3770368911634246,none,False,False,True
PPMI 151,HEURISTIC,ATRAID_10823-19_3,log2 RFU,516.0,0.6326794006990057,0.8958486319259897,none,False,False,True
PPMI 151,HEURISTIC,FBLN1_10819-108_3,log2 RFU,516.0,0.6834753154422774,0.91880786014788,none,False,False,True
PPMI 151,HEURISTIC,SMPD1_10818-36_3,log2 RFU,516.0,0.1000851124817014,0.5159560680948296,none,False,False,True
PPMI 151,HEURISTIC,TOMM20L_10817-26_3,log2 RFU,516.0,0.1629429436209423,0.6126654680147432,none,False,False,True
PPMI 151,HEURISTIC,PILRA_10816-150_3,log2 RFU,516.0,0.5987053755208783,0.87934852029629,none,False,False,True
PPMI 151,HEURISTIC,HABP4_10815-2_3,log2 RFU,516.0,0.9479705854098536,0.9860992171703264,none,False,False,True
PPMI 151,HEURISTIC,CD1A_10814-7_3,log2 RFU,516.0,0.9431311872745278,0.9839968502450144,none,False,False,True
PPMI 151,HEURISTIC,KLRB1_10809-14_3,log2 RFU,516.0,0.5595153816968288,0.8643287457792789,none,False,False,True
PPMI 151,HEURISTIC,PCDHGB2_10803-22_3,log2 RFU,516.0,0.2291385108012151,0.6770360404312308,none,False,False,True
PPMI 151,HEURISTIC,EFNA2_10801-11_3,log2 RFU,516.0,0.7931792256431749,0.9485239403979088,none,False,False,True
PPMI 151,HEURISTIC,SERPINH1_10800-15_3,log2 RFU,516.0,0.3145837461677445,0.7541957053538875,none,False,False,True
PPMI 151,HEURISTIC,CD300E_10798-4_3,log2 RFU,516.0,0.3947217191644268,0.7877018398099114,none,False,False,True
PPMI 151,HEURISTIC,SPATA20_11117-2_3,log2 RFU,516.0,0.622475885067143,0.8910808216404998,none,False,False,True
PPMI 151,HEURISTIC,C11orf87_11116-16_3,log2 RFU,516.0,0.576891655238194,0.8713987672448369,none,False,False,True
PPMI 151,HEURISTIC,TMEM167A_11112-18_3,log2 RFU,516.0,0.0693022108394689,0.4419735704352425,none,False,False,True
PPMI 151,HEURISTIC,TMEM119_11110-4_3,log2 RFU,516.0,0.0489997420610523,0.3856855703613913,none,False,False,True
PPMI 151,HEURISTIC,SVEP1_11109-56_3,log2 RFU,516.0,0.923050348030545,0.979555830648576,none,False,False,True
PPMI 151,HEURISTIC,FLNA_11108-16_3,log2 RFU,516.0,0.8684078484247647,0.9677423022027516,none,False,False,True
PPMI 151,HEURISTIC,TENM3_11107-25_3,log2 RFU,516.0,0.2458995643664105,0.69638300731345,none,False,False,True
PPMI 151,HEURISTIC,ENO1_11105-171_3,log2 RFU,516.0,0.0005187678260229,0.0309236235804912,none,False,False,True
PPMI 151,HEURISTIC,CHI3L1_11104-13_3,log2 RFU,516.0,0.3126657545873165,0.7533223113461255,none,False,False,True
PPMI 151,HEURISTIC,HSPB1_11103-24_3,log2 RFU,516.0,0.0439021428576792,0.3704334476331648,none,False,False,True
PPMI 151,HEURISTIC,REG4_11102-22_3,log2 RFU,516.0,0.9172325697718612,0.979555830648576,none,False,False,True
PPMI 151,HEURISTIC,TLR4_11101-18_3,log2 RFU,516.0,0.0565224847747607,0.4057003018781649,none,False,False,True
PPMI 151,HEURISTIC,PDXK_11098-1_3,log2 RFU,516.0,0.5722894543946441,0.8682617664094807,none,False,False,True
PPMI 151,HEURISTIC,N6AMT1_11096-57_3,log2 RFU,516.0,0.187935622305761,0.6501269085849681,none,False,False,True
PPMI 151,HEURISTIC,CLC_11094-104_3,log2 RFU,516.0,0.2364918442013515,0.6849679496686679,none,False,False,True
PPMI 151,HEURISTIC,IGHA1_11089-7_3,log2 RFU,516.0,0.0178274446829387,0.252871575861127,none,False,False,True
PPMI 151,HEURISTIC,IGHA2_11089-7_3,log2 RFU,516.0,0.0178274446829387,0.252871575861127,none,False,False,True
PPMI 151,HEURISTIC,JCHAIN_11089-7_3,log2 RFU,516.0,0.0178274446829387,0.252871575861127,none,False,False,True
PPMI 151,HEURISTIC,IGL_11089-7_3,log2 RFU,516.0,0.0178274446829387,0.252871575861127,none,False,False,True
PPMI 151,HEURISTIC,IGK_11089-7_3,log2 RFU,516.0,0.0178274446829387,0.252871575861127,none,False,False,True
PPMI 151,HEURISTIC,PIGR_11089-7_3,log2 RFU,516.0,0.0178274446829387,0.252871575861127,none,False,False,True
PPMI 151,HEURISTIC,ENO2_11083-23_3,log2 RFU,516.0,0.0181921706167351,0.2533428204404604,none,False,False,True
